id,name english,description,desc english
bless_100326,Leech Seed Upgrade,"{k1} Bonus Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}%</font>","{k1} Bonus Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}%</font>"
bless_100327,Overgrowth Upgrade,"{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Duration <font color='#83d18a'>-{v2}%</font>","{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Duration <font color='#83d18a'>-{v2}%</font>"
bless_100328,Berserker's Rage Upgrade,"{k1} Move Speed bonus <font color='#83d18a'>+{v1}</font>, Bonus Armor <font color='#83d18a'>+{v2}</font>","{k1} Move Speed bonus <font color='#83d18a'>+{v1}</font>, Bonus Armor <font color='#83d18a'>+{v2}</font>"
bless_100329,Fervor Upgrade,{k1} Attack Speed per stack <font color='#83d18a'>+{v1}</font>,{k1} Attack Speed per stack <font color='#83d18a'>+{v1}</font>
bless_100330,Battle Trance Upgrade,"{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Duration <font color='#83d18a'>+{v2}</font>s","{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Duration <font color='#83d18a'>+{v2}</font>s"
bless_100331,Ice Shards Damage,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Duration <font color='#83d18a'>+{v2}</font>s","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Duration <font color='#83d18a'>+{v2}</font>s"
bless_100332,Snowball Damage,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}%</font>","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}%</font>"
bless_100333,Walrus PUNCH! Crit,{k1} Critical Damage <font color='#83d18a'>+{v1}%</font>,{k1} Critical Damage <font color='#83d18a'>+{v1}%</font>
bless_100334,Decay Upgrade,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Duration <font color='#83d18a'>+{v2}</font>s","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Duration <font color='#83d18a'>+{v2}</font>s"
bless_100335,Tombstone Upgrade,"{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Zombie Spawn Interval <font color='#83d18a'>-{v2}</font>","{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Zombie Spawn Interval <font color='#83d18a'>-{v2}</font>"
bless_100336,Flesh Golem Upgrade,"{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Damage Amp <font color='#83d18a'>+{v2}%</font>","{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Damage Amp <font color='#83d18a'>+{v2}%</font>"
bless_100337,Enrage Duration,{k1} Duration <font color='#83d18a'>+{v1}</font>s,{k1} Duration <font color='#83d18a'>+{v1}</font>s
bless_100338,Fury Swipes Damage,{k1} Stacking Damage <font color='#83d18a'>+{v1}</font>,{k1} Stacking Damage <font color='#83d18a'>+{v1}</font>
bless_100339,Overpower Attacks,"{k1} Attack Count <font color='#83d18a'>-{v1}</font>s, Attack Speed bonus <font color='#83d18a'>+{v2}</font>","{k1} Attack Count <font color='#83d18a'>-{v1}</font>s, Attack Speed bonus <font color='#83d18a'>+{v2}</font>"
bless_100340,Magic Missile Upgrade,{k1} Damage <font color='#83d18a'>+{v1}%</font>,{k1} Damage <font color='#83d18a'>+{v1}%</font>
bless_100341,Vengeance Aura Upgrade,{k1} Bonus Base Attack Damage <font color='#83d18a'>+{v1}%</font>,{k1} Bonus Base Attack Damage <font color='#83d18a'>+{v1}%</font>
bless_100342,Nether Swap Upgrade,"{k1} Cast Range <font color='#83d18a'>+{v1}</font>, Damage <font color='#83d18a'>+{v2}%</font>","{k1} Cast Range <font color='#83d18a'>+{v1}</font>, Damage <font color='#83d18a'>+{v2}%</font>"
bless_100343,Poison Sting Damage,"{k1} DPS <font color='#83d18a'>+{v1}%</font>, Move Speed <font color='#83d18a'>+{v2}%</font> reduction","{k1} DPS <font color='#83d18a'>+{v1}%</font>, Move Speed <font color='#83d18a'>+{v2}%</font> reduction"
bless_100344,Snakebite DMG,"{k1} Base DMG <font color='#83d18a'>+{v1}%</font>, Cast Range <font color='#83d18a'>+{v2}</font>","{k1} Base DMG <font color='#83d18a'>+{v1}%</font>, Cast Range <font color='#83d18a'>+{v2}</font>"
bless_100345,Noxious Plague Upgrade,"{k1} Max HP Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Max HP Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100346,Poison Attack Upgrade,"{k1} Damage per sec <font color='#83d18a'>+{v1}%</font>, Mana Cost <font color='#83d18a'>-{v2}</font>","{k1} Damage per sec <font color='#83d18a'>+{v1}%</font>, Mana Cost <font color='#83d18a'>-{v2}</font>"
bless_100347,Corrosive Skin Damage,{k1} Damage per sec <font color='#83d18a'>+{v1}%</font>,{k1} Damage per sec <font color='#83d18a'>+{v1}%</font>
bless_100348,Viper Strike Upgrade,"{k1} Damage per sec <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}%</font>","{k1} Damage per sec <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}%</font>"
bless_100349,Visage,0,0
bless_100350,Visage,0,0
bless_100351,Visage,0,0
bless_100352,Aether Remnant Damage,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100353,Resonant Pulse Upgrade,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Radius <font color='#83d18a'>+{v2}</font>","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Radius <font color='#83d18a'>+{v2}</font>"
bless_100354,Astral Step Upgrade,"{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Void Mark Damage <font color='#83d18a'>+{v2}%</font>","{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Void Mark Damage <font color='#83d18a'>+{v2}%</font>"
bless_100355,Upheaval Upgrade,"{k1} Radius <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Radius <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100356,Fatal Bonds Upgrade,"{k1} Damage Share <font color='#83d18a'>+{v1}%</font>, Link Range <font color='#83d18a'>+{v2}</font>","{k1} Damage Share <font color='#83d18a'>+{v1}%</font>, Link Range <font color='#83d18a'>+{v2}</font>"
bless_100357,Chaotic Offering Cooldown,"{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Duration <font color='#83d18a'>-{v2}</font>s","{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Duration <font color='#83d18a'>-{v2}</font>s"
bless_100358,The Swarm Upgrade,"{k1} Armor reduction per attack <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Armor reduction per attack <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100359,Geminate Attack Upgrade,"{k1} Bonus Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Bonus Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100360,Shukuchi Upgrade,"{k1} Cooldown <font color='#83d18a'>-{v1}%</font>, Damage <font color='#83d18a'>+{v2}%</font>","{k1} Cooldown <font color='#83d18a'>-{v1}%</font>, Damage <font color='#83d18a'>+{v2}%</font>"
bless_100361,Windrun Upgrade,Movement speed <font color='#83d18a'>+{v1}%</font> during {k1}; {k4} max speed increased to <font color='#83d18a'>{v2}</font>,Movement speed <font color='#83d18a'>+{v1}%</font> during {k1}; {k4} max speed increased to <font color='#83d18a'>{v2}</font>
bless_100362,Powershot Upgrade,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100363,Focus Fire Upgrade,"{k1} Attack Damage reduction <font color='#83d18a'>-{v1}%</font>, Attack Speed Bonus <font color='#83d18a'>+{v2}</font>","{k1} Attack Damage reduction <font color='#83d18a'>-{v1}%</font>, Attack Speed Bonus <font color='#83d18a'>+{v2}</font>"
bless_100363a,Tailwind Invisibility,Invisibility and <font color='#83d18a'>-{damage_reduce}%</font> damage reduction. Attacking or casting does not break invisibility.,Invisibility and <font color='#83d18a'>-{damage_reduce}%</font> damage reduction. Attacking or casting does not break invisibility.
bless_100364,Splinter Blast Upgrade,{k1} Damage <font color='#83d18a'>+{v1}%</font> ， Movement Speed Slow <font color='#83d18a'>+{v2}%</font>,{k1} Damage <font color='#83d18a'>+{v1}%</font> ， Movement Speed Slow <font color='#83d18a'>+{v2}%</font>
bless_100365,Arctic Burn Damage,{k1} Current HP damage ratio <font color='#83d18a'>+{v1}%</font>,{k1} Current HP damage ratio <font color='#83d18a'>+{v1}%</font>
bless_100366,Winter's Curse Upgrade,"{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Min Duration <font color='#83d18a'>+{v2}</font>s","{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Min Duration <font color='#83d18a'>+{v2}</font>s"
bless_100367,Io,0,0
bless_100368,Io,0,0
bless_100369,Io,0,0
bless_100370,Paralyzing Cask Damage,"{k1} Base Damage <font color='#83d18a'>+{v1}%</font>, Damage per bounce <font color='#83d18a'>+{v2}%</font>","{k1} Base Damage <font color='#83d18a'>+{v1}%</font>, Damage per bounce <font color='#83d18a'>+{v2}%</font>"
bless_100371,Maledict Upgrade,"{k1} Burst Damage <font color='#83d18a'>+{v1}%</font>, Radius <font color='#83d18a'>+{v2}%</font>","{k1} Burst Damage <font color='#83d18a'>+{v1}%</font>, Radius <font color='#83d18a'>+{v2}%</font>"
bless_100372,Death Ward Cooldown,"{k1} Cooldown <font color='#83d18a'>-{v1}%</font>, {k4} Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Cooldown <font color='#83d18a'>-{v1}%</font>, {k4} Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100373,Arc Lightning Upgrade,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Mana Cost <font color='#83d18a'>-{v2}</font>","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Mana Cost <font color='#83d18a'>-{v2}</font>"
bless_100374,Static Field Damage,"{k1}Current Health Damage <font color='#83d18a'>+{v1}%</font>, Livewire Facet Health Damage <font color='#83d18a'>+{v2}%</font>","{k1}Current Health Damage <font color='#83d18a'>+{v1}%</font>, Livewire Facet Health Damage <font color='#83d18a'>+{v2}%</font>"
bless_100375,Lightning Bolt Damage,{k1} Damage <font color='#83d18a'>+{v1}%</font>,{k1} Damage <font color='#83d18a'>+{v1}%</font>
bless_100375a,Omnislash Upgrade,Thundergod's Wrath Damage <font color='#83d18a'>+{damage}%</font>. Each kill with this ability adds <font color='#83d18a'>+{damage_pct_per_kill}%</font> damage to subsequent casts.,Thundergod's Wrath Damage <font color='#83d18a'>+{damage}%</font>. Each kill with this ability adds <font color='#83d18a'>+{damage_pct_per_kill}%</font> damage to subsequent casts.
bless_100376,Echo Stomp Upgrade,"{k1} Attack Damage <font color='#83d18a'>+{v1}%</font>, Distance to <font color='#83d18a'>{v2}</font>","{k1} Attack Damage <font color='#83d18a'>+{v1}%</font>, Distance to <font color='#83d18a'>{v2}</font>"
bless_100377,Falcon Strike Upgrade,"{k1} Echo Attack Damage <font color='#83d18a'>+{v1}%</font>, Dash Distance to <font color='#83d18a'>{v2}</font>","{k1} Echo Attack Damage <font color='#83d18a'>+{v1}%</font>, Dash Distance to <font color='#83d18a'>{v2}</font>"
bless_100378,Ability 3 Upgrade,"{k1} DMG/sec <font color='#83d18a'>+{v1}%×ATK</font>, {k4} Crit DMG <font color='#83d18a'>+{v2}%</font>","{k1} DMG/sec <font color='#83d18a'>+{v1}%×ATK</font>, {k4} Crit DMG <font color='#83d18a'>+{v2}%</font>"
bless_100379,Frogstomp Upgrade,"{k1} Damage per stomp <font color='#83d18a'>+{v1}%</font>, Radius to <font color='#83d18a'>{v2}</font>","{k1} Damage per stomp <font color='#83d18a'>+{v1}%</font>, Radius to <font color='#83d18a'>{v2}</font>"
bless_100380,Croak of Genius Upgrade,"{k1} Damage Echo <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Damage Echo <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100381,Tongue Lash Upgrade,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cast Range <font color='#83d18a'>{v2}</font>","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cast Range <font color='#83d18a'>{v2}</font>"
bless_100383,Omnislash Upgrade,"{k1} Duration <font color='#83d18a'>+{v1}</font>s, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Duration <font color='#83d18a'>+{v1}</font>s, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100384,Omnislash Upgrade,"{k1} Duration <font color='#83d18a'>+{v1}</font>s, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Duration <font color='#83d18a'>+{v1}</font>s, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100388,Omnislash Upgrade,"{k1} Duration <font color='#83d18a'>+{v1}</font>s, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Duration <font color='#83d18a'>+{v1}</font>s, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100389,Omnislash Upgrade,"{k1} Duration <font color='#83d18a'>+{v1}</font>s, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Duration <font color='#83d18a'>+{v1}</font>s, Cooldown <font color='#83d18a'>-{v2}</font>s"
